Word,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
doors,7,13.20021319,13.50753,1189,9.43,16.96,16.21,4.0174e-09,0.307316809999975,38,49,1,3.690163824,3.24290245234295,4.11817642630907
of,7,13.55939619,13.603313,1190,16.21,9.43,16.96,3.7033e-09,0.0439168099999581,39,49,0,1.966677768,2.61020343256868,2.14672988257578
the,7,13.65517919,13.698878,1191,16.96,16.21,10.42,3.7743e-09,0.0436988099999791,40,49,0,1.565345669,1.58015066313079,3.67823630454299
hall,7,13.75074419,14.094197,1192,10.42,16.96,14.57,3.3757e-09,0.343452809999951,41,49,1,0.824339779,0.832403578385693,3.20080872878861
but,7,15.16375019,15.243476,1193,14.57,10.42,8.38,3.6333e-09,0.0797258099999869,1,50,0,3.148749339,2.81381093583783,8.76951416379532
alas,7,15.29534219,15.818278,1194,8.38,14.57,12.17,3.8494e-09,0.522935809999964,2,50,0,4.881872309,4.98094341874489,4.57506749050878
either,7,15.87014419,16.163357,1195,12.17,8.38,16.96,3.2727e-09,0.293212809999963,3,50,0,3.875029123,4.02997616335471,2.93778169751202
the,7,16.21522319,16.273244,1196,16.96,12.17,8.79,3.499e-09,0.0580208099999773,4,50,0,2.795860918,4.39627921787805,3.42815417109968
locks,7,16.32511019,16.740183,1197,8.79,16.96,13.41,3.5286e-09,0.415072810000002,5,50,1,4.642029101,4.51518830423594,5.38651355456294
were,7,16.79204919,16.877619,1198,13.41,8.79,12.87,3.7675e-09,0.0855698099999813,6,50,0,2.774032528,2.60787464156917,1.60084174456602
too,7,16.92948519,17.087394,1199,12.87,13.41,11.81,4.2311e-09,0.157908809999959,7,50,1,2.191266683,2.99896278666382,4.43572900700951
large,7,17.13926019,17.454717,1200,11.81,12.87,14.78,3.803e-09,0.315456809999958,8,50,1,2.404132513,3.37115706379997,4.98588012741605
or,7,17.50658319,17.54236,1201,14.78,11.81,16.96,3.8701e-09,0.0357768099999731,9,50,0,3.085978186,4.15528796763695,8.86140844547901
the,7,17.59422619,17.638142,1202,16.96,14.78,11.47,3.8173e-09,0.0439158099999588,10,50,0,3.290951115,2.90621376974843,4.79324922215982
key,7,17.69000819,17.913517,1203,11.47,16.96,14.56,3.933e-09,0.223508809999956,11,50,1,1.559439281,1.18756157843916,4.39053635799233
was,7,17.96538319,18.129027,1204,14.56,11.47,12.87,4.402e-09,0.16364380999995,12,50,0,3.557386358,2.91631480549364,1.69582063117159
too,7,18.18089319,18.284673,1205,12.87,14.56,11.98,3.7337e-09,0.103779809999999,13,50,1,2.757775012,3.05822671701935,3.7693453869817
small,7,18.33653919,18.835421,1206,11.98,12.87,14.57,3.8182e-09,0.498881809999997,14,50,1,2.404132513,3.37634061654459,4.957779068218
but,7,19.29436219,19.384582,1207,14.57,11.98,14.5,3.8815e-09,0.0902198099999652,15,50,0,3.085978186,4.14701372236141,8.83396805688528
at,7,19.43644819,19.518777,1208,14.5,14.57,13.95,3.9389e-09,0.0823288099999999,16,50,0,4.505597514,4.21976315056435,2.87616935883274
any,7,19.57064319,19.829163,1209,13.95,14.5,11.38,3.9043e-09,0.258519809999996,17,50,0,1.470929829,1.52474665331972,4.65647139702648
rate,7,19.88102919,20.092564,1210,11.38,13.95,15.37,3.7304e-09,0.211534809999982,18,50,1,0.824339779,0.822129395065577,4.18333209949332
it,7,20.14443019,20.200319,1211,15.37,11.38,14.06,0.0048153,0.0558888099999777,19,50,0,3.719363572,4.01465976145592,1.69889305324353
would,7,20.25218519,20.355966,1212,14.06,15.37,14.77,0.015174,0.103780809999968,20,50,0,2.82162247,3.01234244506395,4.59556303057824
not,7,20.40783219,20.5577019999999,1213,14.77,14.06,11.88,0.013543,0.149869809999949,21,50,0,1.65297481,2.65810540438371,3.97216904516108
open,7,20.60956819,20.870795,1214,11.88,14.77,13.95,0.00013935,0.261226809999986,22,50,1,0.438650639,1.52502978991649,2.45980503821444
any,7,20.92266119,21.14617,1215,13.95,11.88,16.21,0.003031,0.223508809999984,23,50,0,2.786938219,2.63107997618885,4.38020701302471
of,7,21.19803619,21.27787,1216,16.21,13.95,13.59,0.005008,0.0798338099999505,24,50,0,5.711490631,6.15173843127248,2.31668362038495
them,7,21.32973619,21.613108,1217,13.59,16.21,12.35,0.0049947,0.283371809999956,25,50,0,1.653519607,2.51624048990674,2.23592254206319
However,7,22.42431519,22.930871,1218,12.35,13.59,15.08,8.7489e-05,0.506555809999966,26,50,1,3.875029123,2.99477307417667,2.93778169751202
on,7,22.98273719,23.085761,1219,15.08,12.35,16.96,0.0011773,0.103023809999989,27,50,0,2.98850285,3.91165082198514,3.32874384269344
the,7,23.13762719,23.169571,1220,16.96,15.08,11.92,0.00081261,0.0319438099999623,28,50,0,1.5749095,1.38494291448198,3.53411132997778
second,7,23.22143719,23.600591,1221,11.92,16.96,13.58,0.0043736,0.379153809999952,29,50,1,2.414520182,2.5234042961377,4.81592594134986
time,7,23.65245719,23.923857,1222,13.58,11.92,10.76,0.011583,0.271399809999998,30,50,1,0.515633001,0.780800669322969,4.49794028013781
round,7,23.97572319,24.28304,1223,10.76,13.58,13.1,0.0006858,0.307316809999971,31,50,1,5.463409041,5.48698263710533,4.61712765502973
she,7,24.33490619,24.510523,1224,13.1,10.76,11.65,0.002192,0.175616809999976,32,50,0,4.702322095,4.00731648049522,2.28436117534471
came,7,24.56238919,24.817448,1225,11.65,13.1,11.27,0.0077356,0.255058809999955,33,50,1,1.107378018,1.41413100220779,1.94869383569214
upon,7,24.86931419,25.172414,1226,11.27,11.65,16.18,5.6757e-05,0.303099810000003,34,50,0,3.166598059,3.47228953425858,2.91581951812944
a,7,25.22428019,25.271174,1227,16.18,11.27,11.36,0.0020268,0.0468938099999718,35,50,0,1.255200496,1.12598325625699,4.77003480795267
low,7,25.32304019,25.5880739999999,1228,11.36,16.18,7.58,0.0015562,0.265033809999949,36,50,1,2.414520182,2.4306275950058,4.38546915877812
curtain,7,25.63994019,26.12685,1229,7.58,11.36,13.1,0.0056552,0.48690980999999,37,50,1,0.515633001,0.756047525528977,3.94747541649006
she,7,26.17871619,26.354333,1230,13.1,7.58,13.53,0.00062715,0.175616809999998,38,50,0,3.771517843,4.04336519558074,1.83020256849325
had,7,26.40619919,26.593789,1231,13.53,13.1,14.77,0.00176,0.18758980999996,39,50,0,1.107378018,1.21833478224548,2.05349899254013
not,7,26.64565519,26.785353,1232,14.77,13.53,10.53,5.4285e-07,0.139697809999987,40,50,0,2.449772483,2.31227901312701,4.16847193570566
noticed,7,26.83721919,27.216374,1233,10.53,14.77,12.75,2.65e-07,0.379154809999974,41,50,1,2.74808827,5.04104540194092,3.40589410281653
before,7,27.26824019,27.731204,1234,12.75,10.53,16.19,0.0009625,0.462963809999991,42,50,1,3.13894633,3.46158643498009,4.01442984439955
and,7,28.32184519,28.473517,1235,16.19,12.75,11.08,1.108e-06,0.151671809999957,1,51,0,5.036009773,4.30636059044692,8.59357673361075
behind,7,28.52538319,28.927448,1236,11.08,16.19,15.37,0.0010943,0.40206480999997,2,51,0,1.875912727,3.48623422361866,3.55635290044963
it,7,28.97931419,29.096102,1237,15.37,11.08,14.56,0.0017725,0.116787809999973,3,51,0,2.205315117,3.3777012755552,1.71542500323396
was,7,29.14796819,29.232633,1238,14.56,15.37,16.18,0.011616,0.0846648099999641,4,51,0,1.450426889,1.66612795547854,1.38088188160969
a,7,29.28449919,29.323539,1239,16.18,14.56,12.57,0.00015253,0.0390398099999842,5,51,0,2.991921114,2.67058987991056,4.10649542711928
little,7,29.37540519,29.658823,1240,12.57,16.18,10.89,0.0036859,0.283417809999985,6,51,1,2.447845765,1.84794999664566,4.37136174605657
door,7,29.71068919,30.101816,1241,10.89,12.57,14.08,9.5835e-05,0.391126809999985,7,51,1,0.515633001,0.898986759510711,3.97784370398258
about,7,30.23749119,30.521828,1242,14.08,10.89,8.53,0.0021418,0.284336809999971,8,51,1,4.20964694,4.40293620833598,3.04800799621047
fifteen,7,30.57369419,31.035693,1243,8.53,14.08,9.55,8.4468e-07,0.461998809999979,9,51,1,8.399030118,7.00548202517753,6.39414612892436
inches,7,31.08755919,31.418823,1244,9.55,8.53,12.13,0.0011974,0.331263809999975,10,51,1,1.100979985,4.63264754411916,5.26456137517512
high,7,31.47068919,31.7780059999999,1245,12.13,9.55,13.1,0.016579,0.307316809999946,11,51,1,2.033863764,5.61890963478919,4.23681612188296
she,7,32.57218519,32.723857,1246,13.1,12.13,11.69,0.0034419,0.151671809999954,12,51,0,5.381091663,4.32242533327755,1.88497554411823
tried,7,32.77572319,33.1069859999999,1247,11.69,13.1,16.96,0.0010517,0.331262809999949,13,51,1,1.650536515,1.50700534624634,1.75541830553316
the,7,33.15885219,33.190795,1248,16.96,11.69,12.57,0.00097601,0.0319428099999826,14,51,0,2.991921114,2.76256139409693,4.45120820795375
little,7,33.24266119,33.514061,1249,12.57,16.96,9.77,0.00016559,0.27139980999997,15,51,1,2.447845765,1.8950824603636,4.27856117902793
golden,7,33.56592719,33.89719,1250,9.77,12.57,11.47,1.0773e-06,0.33126280999997,16,51,1,3.237331874,3.58084049817353,4.26467735457025
key,7,33.94905619,34.156458,1251,11.47,9.77,15.9,0.022495,0.207401809999986,17,51,1,0.705457938,1.40856602484416,4.03930978293904
in,7,34.20832419,34.2683469999999,1252,15.9,11.47,16.96,9.8398e-05,0.0600228099999498,18,51,0,2.119439953,2.13636254935455,2.22026483316666
the,7,34.32021319,34.340183,1253,16.96,15.9,9.81,0.00025874,0.0199698099999708,19,51,0,1.551038125,1.57078221298134,4.37133896858003
lock,7,34.39204919,34.807122,1254,9.81,16.96,16.19,4.5085e-05,0.415072809999991,20,51,1,0.824339779,0.971041881768091,3.46655027265245
and,7,35.06252519,35.190251,1255,16.19,9.81,16.35,0.0001438,0.127725809999987,21,51,0,3.148749339,2.85474994578953,8.74018160550156
to,7,35.24211719,35.321952,1256,16.35,16.19,13.3,0.015906,0.0798348099999515,22,51,0,7.983523352,6.14474557901966,3.38359727694845
her,7,35.37381819,35.501544,1257,13.3,16.35,12.47,0.00031581,0.127725809999966,23,51,0,2.451038138,6.88825072475795,7.01944250714126
great,7,35.55341019,36.100183,1258,12.47,13.3,8.07,2.8905e-06,0.546772809999958,24,51,1,1.586406693,3.38889940231335,4.37489164216629
delight,7,36.15204919,36.555149,1259,8.07,12.47,15.37,0.00049798,0.403099809999972,25,51,1,0.601837035,0.825963219547155,3.39649688298331
it,7,36.60701519,36.758687,1260,15.37,8.07,7.94,0.0046812,0.151671809999954,26,51,0,3.771517843,3.9156840204975,1.36066060310588
fitted,7,36.81055319,37.369299,1261,7.94,15.37,8.65,0.00039463,0.558745809999955,27,51,1,1.107378018,1.20843621490819,2.05203654053642
Alice,7,38.83395419,39.228268,1262,8.65,7.94,10.09,3.7952e-07,0.394313809999957,28,51,1,3.226499067,3.55709551780591,2.31234815438747
opened,7,39.28013419,39.668074,1263,10.09,8.65,16.96,5.6365e-07,0.387939809999992,29,51,1,0.905228728,2.28932772127807,1.35746037215629
the,7,39.71994019,39.751884,1264,16.96,10.09,10.89,0.0097436,0.0319438099999587,30,51,0,2.610251508,2.13190060854228,5.62571782863731
door,7,39.80375019,40.135013,1265,10.89,16.96,16.19,0.008102,0.331262809999956,31,51,1,1.504428152,1.45016762053886,4.73343376131146
and,7,40.31858019,40.50617,1266,16.19,10.89,12.21,0.0015137,0.187589809999999,32,51,0,3.148749339,3.01119303239775,8.62059071339695
found,7,40.55803619,40.781544,1267,12.21,16.19,15.48,0.0035844,0.223507809999994,33,51,1,2.410557122,3.09404854668225,1.51541343122428
it,7,40.83341019,40.881087,1269,15.37,15.48,10.06,0.019077,0.0476768099999774,34,51,0,2.633710964,2.50781503734571,2.24597980524932
led,7,40.93295319,41.140727,1270,10.06,15.37,13.24,0.010136,0.207773809999971,35,51,1,1.219911654,1.90512001696598,1.5335508591448
into,7,41.19259319,41.4928159999999,1271,13.24,10.06,16.18,0.004067,0.300222809999951,36,51,0,3.166598059,3.03386891190027,3.65353750858067
a,7,41.54468219,41.547802,1272,16.18,13.24,11.98,0.018594,0.00311980999998696,37,51,0,1.255200496,1.16967278629579,4.58792093965359
small,7,41.59966819,41.990795,1273,11.98,16.18,9.1,0.0059703,0.391126809999989,38,51,1,2.414520182,2.47566330146162,4.5036926578022
passage,7,42.04266119,42.673244,1274,9.1,11.98,14.77,6.3707e-07,0.630582809999957,39,51,1,0.515633001,0.757100577899791,4.18448648724353
not,7,43.41953219,43.595149,1275,14.77,9.1,13.09,0.00047656,0.175616809999994,40,51,0,4.20964694,4.48925775156232,3.23736428170719
much,7,43.64701519,43.858551,1276,13.09,14.77,10.44,0.0055544,0.21153580999998,41,51,1,2.948975228,2.87058086501651,3.60700731782027
larger,7,43.91041719,44.205761,1277,10.44,13.09,13.46,0.0073461,0.295343809999999,42,51,1,9.203833638,8.78769433581637,7.39759560333333
than,7,44.25762719,44.373381,1278,13.46,10.44,16.18,0.0071072,0.115753809999994,43,51,0,1.445626703,2.88768120276278,2.31157217661752
a,7,44.42524719,44.481136,1279,16.18,13.46,8.91,0.0078586,0.0558888099999919,44,51,0,1.664408887,1.46891493224211,4.69120398576988
rat,7,44.53300219,44.732564,1280,8.91,16.18,10.16,0.0043742,0.19956180999997,45,51,1,0.824339779,0.838451950278528,3.8684856760756
hole,7,44.85626719,45.115693,1281,10.16,8.91,13.1,0.0009491,0.259425809999968,46,51,1,0,0,0
she,7,45.89790019,46.085489,1282,13.1,10.16,7.07,6.8364e-05,0.187588809999994,47,51,0,3.719363572,4.07504528858185,1.5141681378588
knelt,7,46.13735519,46.456646,1283,7.07,13.1,12.59,0.0006454,0.319290809999977,48,51,1,2.177766367,2.47135587312315,3.00062494235184
down,7,46.50851219,46.911612,1284,12.59,7.07,16.19,1.6767e-06,0.403099809999993,49,51,0,6.112945642,5.42806205795346,6.83910291624887
and,7,46.96347819,47.0789559999999,1285,16.19,12.59,11.07,2.4933e-06,0.115477809999952,50,51,0,4.759625355,4.10997294258526,8.6945072791085
looked,7,47.13082219,47.354605,1286,11.07,16.19,11.44,0.0028377,0.223782809999989,51,51,1,1.498943648,4.13698846969651,1.77899451714156
along,7,47.40647119,47.629979,1287,11.44,11.07,16.96,4.7631e-05,0.223507809999994,52,51,1,2.456638909,3.14847505213337,3.4522640711562
the,7,47.68184519,47.701816,1288,16.96,11.44,9.1,0.0021902,0.019970809999954,53,51,0,1.255200496,1.17233222651838,4.30418436999332
passage,7,47.75368219,48.420183,1289,9.1,16.96,13.24,0.018338,0.666500809999953,54,51,1,0.824339779,0.87796688633275,3.67778754324756
into,7,48.65164119,48.899095,1290,13.24,9.1,16.96,0.011146,0.247453809999989,55,51,0,1.877723178,1.92913875444357,2.13934213489864
the,7,48.95096119,49.078083,1291,16.96,13.24,3.95,0.00017198,0.127121809999991,56,51,0,1.551038125,1.55672558852669,3.81099989344332
loveliest,7,49.12994919,49.928703,1292,3.95,16.96,9.33,0.00080845,0.798753809999987,57,51,1,2.414520182,2.68885535914877,4.39619385772006
garden,7,49.98056919,50.287938,1293,9.33,3.95,15.43,0.0014969,0.30736881,58,51,1,0.515633001,0.793193288176761,3.39804510957617
you,7,50.33980419,50.455557,1294,15.43,9.33,12.07,0.0044917,0.115752809999996,59,51,0,3.771517843,4.021213235468,1.34984089552031
ever,7,50.57926019,50.817479,1295,12.07,15.43,11.37,0.00078851,0.238218809999992,60,51,0,4.362189878,4.39008379777783,3.83027690185046
saw,7,50.86934519,51.209843,1296,11.37,12.07,13.52,0.01402,0.340497809999981,61,51,1,1.953615947,2.85549245948089,2.14416127498932
How,7,52.20755919,52.299367,1297,13.52,11.37,13.1,0.0012799,0.0918078099999633,1,52,0,4.647078431,6.02498232430145,3.72777224226584
she,7,52.35123319,52.530902,1298,13.1,13.52,6.21,3.1935e-05,0.179668809999967,2,52,0,1.500249166,1.82818808507747,1.59879507111107
longed,7,52.58276819,53.0057609999999,1299,6.21,13.1,16.35,3.6732e-07,0.422992809999947,3,52,1,1.138946301,1.58429800417085,1.31149952533937
to,7,53.05762719,53.101544,1300,16.35,6.21,13.79,0.015019,0.0439168099999918,4,52,0,3.634986599,3.70531990077411,6.20326917838146
get,7,53.15341019,53.293108,1301,13.79,16.35,13.9,0.0065895,0.139697809999959,5,52,1,0.886672437,0.668276418918307,2.48317846240205
out,7,53.34497419,53.4487549999999,1302,13.9,13.79,16.21,0.0072037,0.103780809999947,6,52,0,3.573364832,4.86219516806869,8.03275161107149
of,7,53.50062119,53.568483,1303,16.21,13.9,15.48,0.011085,0.0678618099999611,7,52,0,1.619197446,1.79393712116938,3.17489655348664
that,7,53.62034919,53.748074,1304,15.48,16.21,11.17,0.0023218,0.127724809999975,8,52,0,0.991661975,1.28300885984323,4.71375764706096
dark,7,53.79994019,54.143176,1305,11.17,15.48,10.42,0.00089968,0.343235809999982,9,52,1,2.414520182,2.75234834407088,4.47312742605009
hall,7,54.19504219,54.610115,1306,10.42,11.17,16.19,0.00064604,0.415072809999948,10,52,1,0.515633001,0.768702700001628,3.95472122618873
and,7,54.66198119,54.789707,1307,16.19,10.42,7.83,0.00043612,0.127725809999966,11,52,0,3.281191291,3.05317321786237,8.5538838601322
wander,7,54.84157319,55.222645,1308,7.83,16.19,14.08,0.014141,0.381071810000002,12,52,1,5.019366913,4.98061678736433,1.94672975027134
about,7,55.27451119,55.627802,1309,14.08,7.83,11.01,2.1698e-06,0.353290809999976,13,52,0,2.685941639,3.0577336276416,4.03670810147851
among,7,55.67966819,55.96304,1310,11.01,14.08,12.94,0.0090252,0.283371809999977,14,52,1,6.965618145,5.92373448110728,2.4133367796907
those,7,56.01490619,56.250387,1311,12.94,11.01,7.79,6.1706e-05,0.235480809999991,15,52,0,1.28155003,1.34875257723605,4.95099274623172
beds,7,56.32619919,56.633517,1312,7.79,12.94,16.21,0.00015842,0.307317809999986,16,52,1,3.690163824,3.10827273927452,5.26038202524581
of,7,56.68538319,56.741272,1313,16.21,7.79,9.53,0.00028249,0.0558888099999777,17,52,0,1.966677768,2.49786618451193,2.11200721746126
bright,7,56.82905619,57.100455,1314,9.53,16.21,9,0.002575,0.271398809999951,18,52,1,4.50393655,5.1151533591181,4.33012316506993
flowers,7,57.17626719,57.746986,1315,9,9.53,16.19,2.4725e-05,0.570718809999995,19,52,1,1.957499281,2.8898497486297,4.75027514856522
and,7,57.79885219,57.854741,1316,16.19,9,12.94,4.8553e-07,0.0558888099999919,20,52,0,2.574331499,3.0675111042553,8.65558099289083
those,7,57.90660719,58.070251,1317,12.94,16.19,10.81,5.984e-07,0.163643809999982,21,52,0,2.228512141,3.06678694730148,4.7133928713301
cool,7,58.22987219,58.465353,1318,10.81,12.94,6.1,2.4466e-07,0.235480809999991,22,52,1,8.372056062,7.77868484131473,2.62775783441728
fountains,7,58.51721919,59.315421,1319,6.1,10.81,14.57,1.275e-06,0.798201809999959,23,52,1,3.64415512,5.21314807372925,4.77940651364767
but,7,59.98987219,60.069707,1320,14.57,6.1,13.1,0.019283,0.0798348099999941,1,53,0,2.602773847,3.43215802236209,8.57105669412659
she,7,60.12157319,60.249299,1321,13.1,14.57,13.21,0.0076753,0.127725809999951,2,53,0,2.687944762,2.34130148619675,2.48165257061681
could,7,60.30116519,60.500727,1322,13.21,13.1,14.77,0.0028337,0.199561809999985,3,53,0,2.65053653,2.8205517290296,4.28222868614295
not,7,60.55259319,60.694071,1323,14.77,13.21,13.1,0.00012788,0.141477809999948,4,53,0,1.65297481,2.66525572856244,3.78491739786282
even,7,60.74593719,60.967666,1324,13.1,14.77,13.79,0.0021992,0.221728809999952,5,53,0,3.351925106,3.07527071201921,3.41017289421026
get,7,61.01953219,61.123313,1325,13.79,13.1,13.3,0.004298,0.103780809999996,6,53,1,3.898182962,2.47261909298466,2.65732390406994
her,7,61.17517919,61.24304,1326,13.3,13.79,11.6,0.0014683,0.0678608099999494,7,53,0,5.227518927,5.05860998692532,7.67787362809129
head,7,61.29490619,61.623971,1327,11.6,13.3,12.63,0.0010759,0.329064809999984,8,53,1,0.171368305,0.525322388181058,4.27794943164732
though,7,61.67583719,61.793789,1328,12.63,11.6,16.96,2.5202e-06,0.117951810000001,9,53,0,2.822781823,1.97890716572561,2.17261153757888
the,7,61.84565519,61.913517,1329,16.96,12.63,7.41,9.237e-07,0.0678618099999539,10,53,0,1.551038125,1.58398080671053,4.36591032431226
doorway,7,61.96538319,62.476238,1330,7.41,16.96,16.19,0.020324,0.510854809999969,11,53,1,0.824339779,0.838338137218799,3.58124102572125
and,8,0.342,0.46977499999997,1331,16.19,7.41,13.1,4.4523e-09,0.12777499999997,12,53,0,3.148749339,2.81010243706442,8.73068324278921
even,8,0.453316684,0.713156999999967,1332,13.1,16.19,14.65,4.2876e-09,0.259840315999967,13,53,0,3.387104324,3.30440962795264,3.74533630706508
if,8,0.696698684,0.892748999999981,1333,14.65,13.1,14.39,3.9148e-09,0.196050315999981,14,53,0,2.690741825,3.37205524663252,2.91186187513253
my,8,0.960099684,1.08431299999995,1334,14.39,14.65,11.6,4.0554e-09,0.124213315999952,15,53,0,4.266784103,4.00698336004022,7.07224023738083
head,8,1.067854684,1.40757899999994,1335,11.6,14.39,14.06,3.6476e-09,0.339724315999941,16,53,1,0.644822784,0.468532039018068,3.35301893829966
would,8,1.391120684,1.59914299999997,1336,14.06,11.6,12.92,3.987e-09,0.208022315999969,17,53,0,6.141447785,7.07087729524362,4.49459029048051
go,8,1.582684684,1.80235799999997,1337,12.92,14.06,12.63,3.9182e-09,0.21967331599997,18,53,1,0.345397474,0.914560277792951,3.4800941794781
through,8,1.785899684,2.52104799999995,1338,12.63,12.92,12.07,3.8714e-09,0.735148315999951,19,53,0,4.294223229,4.66663965464946,7.24037042954938
thought,8,2.504589684,2.79642199999995,1339,12.07,12.63,10.89,3.6261e-09,0.29183231599995,20,53,1,4.336411716,5.64790574207699,1.92579629774058
poor,8,2.779963684,3.05988999999994,1340,10.89,12.07,8.65,3.8726e-09,0.279926315999939,21,53,1,3.64415512,4.26044744680492,3.43549787069264
Alice,8,3.043431684,3.63451699999996,1341,8.65,10.89,15.37,4.1825e-09,0.59108531599996,22,53,1,3.693319656,3.03380499028685,3.95256670551657
it,8,4.204725684,4.30579699999998,1342,15.37,8.65,14.06,4.1998e-09,0.101071315999985,23,53,0,4.776234996,4.47835678396217,1.82121542173115
would,8,4.289338684,4.49655799999994,1343,14.06,15.37,14.95,3.9993e-09,0.207219315999937,24,53,0,2.782802419,2.80759784907302,4.49070625802383
be,8,4.480099684,4.68812299999996,1344,14.95,14.06,16.21,3.355e-09,0.208023315999962,25,53,0,0.778503815,0.664329336257325,3.27487037727945
of,8,4.671664684,4.81982399999998,1345,16.21,14.95,13.28,3.5885e-09,0.148159315999983,26,53,0,3.446234644,3.06968357831671,3.9018798551834
very,8,4.839283684,5.29630099999997,1346,13.28,16.21,12.57,3.5176e-09,0.457017315999972,27,53,1,4.153439916,5.7948577593747,3.17685101174419
little,8,5.279842684,5.64594599999998,1347,12.57,13.28,13.43,3.9284e-09,0.366103315999981,28,53,1,3.569112764,3.17200438406212,5.43767911367456
use,8,5.629487684,5.94526599999995,1348,13.43,12.57,12.45,4.0039e-09,0.315778315999947,29,53,1,2.856496071,1.78488490059148,3.9328800548937
without,8,5.928807684,6.25655799999998,1349,12.45,13.43,14.39,3.6489e-09,0.327750315999984,30,53,1,2.119439953,2.14016914793918,2.2101214877471
my,8,6.240099684,6.32839499999994,1350,14.39,12.45,8.96,3.7933e-09,0.088295315999944,31,53,0,3.588512825,3.69887296561048,7.63238050263854
shoulders,8,6.311936684,7.11859899999996,1351,8.96,14.39,11.64,3.8866e-09,0.806662315999961,32,53,1,2.040122276,2.6499152302978,4.25973463563278
Oh,8,7.545133684,7.69329299999998,1352,11.64,8.96,13.52,3.6978e-09,0.148159315999983,33,53,0,4.669435007,7.36359823809929,3.84622602865047
how,8,7.676834684,7.87288499999994,1353,13.52,11.64,15.79,3.9191e-09,0.19605031599994,34,53,0,7.05916364,6.62613377932894,3.22155982424717
I,8,7.856426684,7.98063999999994,1354,15.79,13.52,11.22,3.9769e-09,0.124213315999937,35,53,0,1.059176842,2.12212184276026,1.06095513031474
wish,8,7.964181684,8.26798699999995,1355,11.22,15.79,15.79,3.9153e-09,0.303805315999949,36,53,1,2.107238512,2.4456480889996,2.25691530174553
I,8,8.251528684,8.35179599999998,1356,15.79,11.22,13.21,3.6599e-09,0.100267315999979,37,53,0,2.943025654,2.92293927077537,2.85417834140628
could,8,8.335337684,8.50317799999993,1357,13.21,15.79,9.89,3.8384e-09,0.167840315999934,38,53,0,2.207892933,2.76301719656458,4.11235694005896
shut,8,8.486719684,8.79673699999995,1358,9.89,13.21,13.74,3.8329e-09,0.31001731599995,39,53,1,0.778503815,0.688622001028843,3.87410545086199
up,8,8.780278684,8.97438099999994,1359,13.74,9.89,13.87,3.8228e-09,0.194102315999936,40,53,0,4.294223229,4.46751075550961,8.24478962458807
like,8,8.957922684,9.09975599999996,1360,13.87,13.74,16.18,4.0584e-09,0.141833315999957,41,53,0,1.619197446,2.0388136281616,3.34414846143998
a,8,9.083297684,9.15397299999995,1361,16.18,13.87,8.11,3.7147e-09,0.0706753159999511,42,53,0,0.991661975,1.27459701682237,4.56432410582521
telescope,8,9.137514684,9.96812299999993,1362,8.11,16.18,15.79,4.1791e-09,0.830608315999935,43,53,1,0.824339779,0.816651685988283,4.45592628428315
I,8,10.53833168,10.662545,1363,15.79,8.11,13.39,3.4893e-09,0.124213319999965,1,54,0,2.088240405,2.22147811940298,0.720338114973816
think,8,10.64608668,10.982004,1364,13.39,15.79,15.79,3.613e-09,0.335917319999961,2,54,1,1.628449015,2.12351157856057,2.27220103075391
I,8,10.96554568,11.117511,1365,15.79,13.39,13.21,4.153e-09,0.151965319999979,3,54,0,2.943025654,2.98806875592937,3.06707750039213
could,8,11.10105268,11.764041,1366,13.21,15.79,14.65,3.5893e-09,0.662988319999963,4,54,0,2.207892933,2.77668253893419,4.02583578956336
if,8,11.74758268,11.9576069999999,1367,14.65,13.21,15.79,4.2226e-09,0.210024319999938,5,54,0,5.97488631,5.82069136162083,4.96385159458949
I,8,11.94114868,12.114,1368,15.79,14.65,13.63,3.6936e-09,0.172851319999976,6,54,0,2.451038138,1.58363323699603,1.63519022758766
only,8,12.09754168,12.422545,1369,13.63,15.79,10.94,4.0423e-09,0.325003319999956,7,54,1,4.214430516,3.94093096375185,2.93029659000512
know,8,12.40608668,12.590164,1370,10.94,13.63,13.52,3.8714e-09,0.184077319999959,8,54,1,1.953615947,3.59417802994797,1.31022979114996
how,8,12.57370568,12.769756,1371,13.52,10.94,16.35,3.8473e-09,0.196050319999973,9,54,0,6.170448217,7.2201209846735,5.92129598877384
to,8,12.75329768,12.925106,1372,16.35,13.52,11.02,3.5818e-09,0.171808319999972,10,54,0,1.602773833,4.96172700523194,4.81325450096659
begin,8,12.90864768,13.6869849999999,1373,11.02,16.35,15.42,3.8925e-09,0.778337319999936,11,54,1,0.182592767,0.941205350166668,2.89320648236053
For,8,14.40554168,14.589619,1374,15.42,11.02,15.43,3.77e-09,0.18407731999997,1,55,0,3.941534123,4.27987244111676,4.2449063953039
you,8,14.57316068,14.7213199999999,1375,15.43,15.42,13.27,4.2281e-09,0.148159319999934,2,55,0,1.407434495,1.63281302951045,0.329808417400617
see,8,14.70486168,15.188259,1376,13.27,15.43,14.05,3.5547e-09,0.483397319999959,3,55,1,3.214437146,2.93880257224145,2.20162128645525
so,8,15.29152868,15.6192789999999,1377,14.05,13.27,13.07,3.6957e-09,0.327750319999948,4,55,1,4.276450914,3.55939727938167,5.53461153623168
